"","PlayID","Date","CustomerID","Experience","Pokestops","Gyms","Raids","Social","Pokemons","Distance","Duration"
"4176",4176,2018-05-27,121,4152,22,7,0,1,18,5.51975202615102,40.3507214069896
"4177",4177,2018-05-27,2424,4300,16,6,1,1,17,2.50118523926373,35.5677763690886
"4178",4178,2018-05-27,3172,4890,17,12,0,0,26,3.39562801893966,90.6632143594406
"4179",4179,2018-05-27,1114,3074,14,6,0,2,13,1.23635553678137,140.400526552451
"4180",4180,2018-05-27,2611,3147,15,2,1,0,14,2.96570595605295,29.5571124496017
"4181",4181,2018-05-27,71,4440,21,10,0,1,22,0.898027932547012,17.5219923232158
"4182",4182,2018-05-27,2511,4431,21,7,0,1,32,1.81281994743034,24.2207175837915
"4183",4183,2018-05-27,3990,4186,13,7,1,1,9,4.86072418533929,27.593937797336
"4184",4184,2018-05-27,4162,4895,12,5,2,2,12,2.94514007063,149.724772148318
"4185",4185,2018-05-27,4960,3023,15,5,0,1,15,3.23097157465981,40.244220291971
"4186",4186,2018-05-27,3708,3973,12,13,0,1,9,1.22529872204346,135.819027108129
"4187",4187,2018-05-27,2706,3587,14,5,1,1,13,0.369874038184754,117.221945586747
"4188",4188,2018-05-27,384,5352,12,14,1,2,7,2.02047205076089,118.408753653039
"4189",4189,2018-05-27,3992,7036,20,15,0,1,23,16.8584790112167,63.072870633583
"4190",4190,2018-05-27,4730,5496,12,4,2,5,18,1.96487215517284,124.417772533353
"4191",4191,2018-05-27,4403,2816,16,2,0,0,30,1.15828769667534,37.7686809624872
"4192",4192,2018-05-27,2862,3617,15,3,1,1,10,5.6722145367366,23.536331216119
"4193",4193,2018-05-27,1144,5427,17,12,0,0,41,1.2654452608086,24.1068939940288
"4194",4194,2018-05-27,3463,2719,12,5,0,0,14,4.19196945427216,35.5851439862562
"4195",4195,2018-05-27,271,4313,18,7,0,0,37,1.62811684378922,12.5220253711588
"4196",4196,2018-05-27,2041,3499,19,5,0,0,17,6.99165007130649,59.9803531319681
"4197",4197,2018-05-27,3363,4754,11,6,2,2,10,1.0384758831145,101.688132586321
"4198",4198,2018-05-27,1038,5891,14,9,1,9,8,1.91445230171167,129.770507847772
"4199",4199,2018-05-27,1903,5683,17,15,0,0,24,6.33172908578,65.9301771999641
"4200",4200,2018-05-27,543,3262,13,6,0,3,12,2.11586906501324,74.8430697326
"4201",4201,2018-05-27,4752,4922,15,8,1,1,22,2.72468350387897,96.3770423507119
"4202",4202,2018-05-27,4774,4587,15,7,1,2,18,1.36551852450755,28.9799149217453
"4203",4203,2018-05-27,1321,3732,16,3,1,2,12,3.32065809455371,16.6175341821082
"4204",4204,2018-05-27,203,5567,20,5,0,1,18,24.667771869524,51.8037236681569
"4205",4205,2018-05-27,3063,3944,15,7,0,6,9,1.43917517979649,146.830048329068
"4206",4206,2018-05-27,3798,3640,18,4,0,0,37,0.904418343594676,31.8319395419728
"4207",4207,2018-05-27,676,3693,11,5,1,2,12,1.43176700665622,108.512833787987
"4208",4208,2018-05-27,2580,4632,18,13,0,0,16,3.31818264206474,63.2481153012961
"4209",4209,2018-05-27,3489,3643,16,8,0,0,20,2.4252043784227,38.0295997642608
"4210",4210,2018-05-27,490,3903,16,3,1,0,28,1.02881773786042,28.1518127410499
"4211",4211,2018-05-27,4737,3563,18,5,0,0,18,7.62733198545021,31.680101473565
"4212",4212,2018-05-27,2789,4952,13,7,1,7,8,1.01730248637191,134.970886602688
"4213",4213,2018-05-27,3217,4805,18,5,0,1,26,14.049188923246,76.5368580869045
"4214",4214,2018-05-27,1952,3486,18,7,0,1,17,1.35749038863125,49.0360418281924
"4215",4215,2018-05-27,2385,4205,21,9,0,0,14,6.54637000910798,61.6185075474138
"4216",4216,2018-05-27,1114,2847,14,7,0,0,11,1.96692381431345,110.603601657428
"4217",4217,2018-05-27,1782,3941,16,7,0,0,21,6.91384148394114,45.8715996468015
"4218",4218,2018-05-27,596,3565,18,4,0,0,33,2.15162757287144,16.5817376384869
"4219",4219,2018-05-27,3963,6070,12,3,4,1,12,0.697662173159482,115.199189325623
"4220",4220,2018-05-27,3528,3223,13,5,1,0,9,1.23192305513999,132.761015791373
"4221",4221,2018-05-27,768,4230,17,8,0,0,14,10.7972916699255,37.5297364162502
"4222",4222,2018-05-27,1992,3382,23,5,0,0,21,1.82152657674059,19.436359004282
"4223",4223,2018-05-27,2359,3471,16,5,0,0,18,7.70514683041275,82.3054352668847
"4224",4224,2018-05-27,2500,3696,17,5,0,0,25,5.96046993625755,51.0479224516707
"4225",4225,2018-05-27,931,5546,14,2,3,2,18,1.46353943997154,102.755941068273
"4226",4226,2018-05-27,4614,4918,19,3,1,1,38,2.67889879921961,26.8319986068378
"4227",4227,2018-05-27,3261,4668,12,11,1,0,14,1.67526603605607,98.7248001140252
"4228",4228,2018-05-27,1237,5661,15,13,1,1,10,6.11425946056685,71.3176042834949
"4229",4229,2018-05-27,4509,7832,18,19,1,1,21,8.81803610585972,94.700111715799
"4230",4230,2018-05-27,4316,3612,11,4,1,1,17,2.11577335852645,143.938902590471
"4231",4231,2018-05-27,3110,3862,10,3,2,1,10,0.615095700256292,139.203370731014
"4232",4232,2018-05-27,158,3268,14,2,1,0,17,3.18248385111111,49.0581422254475
"4233",4233,2018-05-27,248,4335,13,8,0,0,24,8.84826381517411,51.628393008032
"4234",4234,2018-05-27,80,4886,11,3,2,1,27,1.86284117814418,110.01743641863
"4235",4235,2018-05-27,3363,3761,12,5,1,3,9,1.10587463484741,140.052168492641
"4236",4236,2018-05-27,1246,3472,16,7,0,0,8,8.72057263959024,84.8487303660993
"4237",4237,2018-05-27,2722,4909,19,8,0,1,38,2.59192109985213,14.8853897826367
"4238",4238,2018-05-27,4662,3782,16,10,0,0,14,2.82251248949853,53.5423814728397
"4239",4239,2018-05-27,3018,4823,19,11,0,0,31,1.23379113698848,26.896286778311
"4240",4240,2018-05-27,776,5162,16,16,0,0,11,6.12008191375446,81.9533086861244
"4241",4241,2018-05-27,1983,5273,20,6,0,2,48,2.72832832064823,35.2557374027752
"4242",4242,2018-05-27,4836,5820,18,13,0,1,38,2.19818851476042,19.6372865647793
"4243",4243,2018-05-27,2742,3660,18,6,1,0,6,2.59850678988515,26.7091148772057
"4244",4244,2018-05-27,1575,5310,19,12,0,0,37,1.09699512237244,29.6004595699773
"4245",4245,2018-05-27,1672,4550,20,6,0,1,37,2.99597707878626,69.0119620528286
"4246",4246,2018-05-27,2360,7411,18,26,0,1,12,5.11196704748602,41.7900863439583
"4247",4247,2018-05-27,747,6719,13,6,4,1,11,1.1854922926654,128.001243843293
"4248",4248,2018-05-27,4421,5298,10,9,1,6,14,0.976765952057083,156.097878133347
"4249",4249,2018-05-27,2727,3712,24,4,0,0,29,2.62469330855293,24.3073838973656
"4250",4250,2018-05-27,3975,5762,16,18,0,0,14,6.61554652418391,36.8970520690403
"4251",4251,2018-05-27,4883,2676,11,5,0,2,12,1.25626160989699,101.693710686839
"4252",4252,2018-05-27,1584,3656,13,5,1,1,10,3.05742653532188,168.18753201195
"4253",4253,2018-05-27,2841,4925,20,6,1,1,13,8.74732200085988,58.6452380451194
"4254",4254,2018-05-27,3685,3103,17,5,0,1,14,3.53168823233149,53.8866080998982
"4255",4255,2018-05-27,1800,3560,14,5,1,0,14,1.60270866810187,112.016830114395
"4256",4256,2018-05-27,2033,4437,17,5,0,2,20,11.8726615203817,33.7414133120785
"4257",4257,2018-05-27,4149,3815,13,5,1,0,20,1.64888101271604,24.3684711472274
"4258",4258,2018-05-27,4577,1555,10,3,0,0,5,2.04532771783864,38.0851247381132
"4259",4259,2018-05-27,3999,2217,13,3,0,2,10,0.667796045684389,109.490188849891
"4260",4260,2018-05-27,892,5015,17,12,0,1,16,7.65197671351098,66.0039690863283
"4261",4261,2018-05-27,3503,3845,13,5,0,7,8,3.94919031845234,140.035245456656
"4262",4262,2018-05-27,1553,6019,16,10,1,0,43,0.689349999808774,22.1923862144321
"4263",4263,2018-05-27,4538,5146,17,10,0,0,25,10.4636419217519,33.113383298704
"4264",4264,2018-05-27,1592,7975,11,8,4,6,11,0.746772531637142,130.510697850117
"4265",4265,2018-05-27,1966,4552,20,8,0,0,19,10.0153302412669,73.6315668180882
"4266",4266,2018-05-27,482,5667,18,10,2,1,10,0.674877944041705,116.01056053961
"4267",4267,2018-05-27,2363,4260,15,5,1,0,17,6.60009177941055,33.3196211662763
"4268",4268,2018-05-27,65,5020,17,15,0,0,22,0.695041399056217,30.7326652873942
"4269",4269,2018-05-27,777,3984,13,6,1,2,13,0.838659904272746,137.38654393945
"4270",4270,2018-05-27,4738,3795,19,8,0,1,19,0.952007052670285,24.4652876951185
"4271",4271,2018-05-27,1233,5077,15,11,0,1,21,8.7731512518337,35.0590872288519
"4272",4272,2018-05-27,707,5494,23,9,0,2,24,9.44305941268491,62.4566801709088
"4273",4273,2018-05-27,4588,5593,13,4,3,1,14,2.43182811534197,75.5621773950299
"4274",4274,2018-05-27,4870,5034,16,9,1,1,20,2.34406300247878,45.5068980939658
"4275",4275,2018-05-27,2149,3524,16,7,0,0,23,1.74376298709326,19.2088059708791
"4276",4276,2018-05-27,3627,4475,15,10,0,0,33,0.74779713839196,28.0598169749122
"4277",4277,2018-05-27,1643,6276,21,13,0,1,24,12.2572882416202,93.6484924453857
"4278",4278,2018-05-27,3993,7682,15,5,4,2,14,8.31990946330201,27.7266214848261
"4279",4279,2018-05-27,1498,4385,17,10,0,1,19,3.84913599500574,41.7422186121686
"4280",4280,2018-05-27,2019,4276,17,7,0,0,22,9.25915993110789,80.1723069277714
"4281",4281,2018-05-27,2017,4818,20,7,1,0,26,1.18364000579658,23.4528293383183
"4282",4282,2018-05-27,4875,4604,10,8,1,5,7,1.54399294346762,62.7634935700163
"4283",4283,2018-05-27,1397,4817,17,9,0,0,39,2.16695326487642,36.0198290863135
"4284",4284,2018-05-27,835,4418,14,6,0,3,16,11.1770691990112,59.6374142093892
"4285",4285,2018-05-27,4228,4233,18,6,0,0,27,7.8347435205905,60.4497370576624
"4286",4286,2018-05-27,968,4061,19,6,0,0,17,10.6140270635797,87.1315774041379
"4287",4287,2018-05-27,528,3208,13,6,0,3,12,1.57919644987693,102.588648098638
"4288",4288,2018-05-27,1179,4359,17,5,0,0,23,13.5930094270398,67.0861164204064
"4289",4289,2018-05-27,376,5498,11,7,1,8,16,1.47545868746187,74.4464062341213
"4290",4290,2018-05-27,3986,4781,19,11,0,0,30,1.31120661002393,24.342036546755
"4291",4291,2018-05-27,4629,3405,9,5,1,0,15,2.04602757164271,139.090247082234
"4292",4292,2018-05-27,4346,4886,19,8,0,3,16,9.36009350157452,63.7760901174235
"4293",4293,2018-05-27,829,3032,16,5,0,1,13,3.81862759427644,28.4807340885311
"4294",4294,2018-05-27,4399,4236,12,2,1,0,20,12.3612844017995,47.7432352749215
"4295",4295,2018-05-27,4503,4775,17,12,0,1,25,0.752357016568981,19.5561571142851
"4296",4296,2018-05-27,4917,4349,14,3,1,6,13,1.99128790327959,107.962182823707
"4297",4297,2018-05-27,2687,5956,12,11,2,2,12,1.55672759908245,131.044253529944
"4298",4298,2018-05-27,3712,4216,11,15,0,1,7,1.16488030425698,156.335898309864
"4299",4299,2018-05-27,1876,2830,14,6,0,2,5,2.80473726370229,35.1329045631138
"4300",4300,2018-05-27,3198,4771,14,9,0,1,39,1.21180286012775,17.6209865203273
"4301",4301,2018-05-27,3527,4081,19,11,0,0,15,1.81411991632483,24.6926080711883
"4302",4302,2018-05-27,4081,2537,11,7,0,0,8,1.87392350015095,85.0309031248527
"4303",4303,2018-05-27,4359,4796,20,5,0,1,19,16.4615164249061,47.2693471199119
"4304",4304,2018-05-27,1711,4210,14,9,0,0,15,9.59579289333921,47.8252423651504
"4305",4305,2018-05-27,3927,3027,14,4,0,1,19,3.77009420453976,27.4284636797702
"4306",4306,2018-05-27,3182,3933,19,8,0,1,21,1.33386878492931,32.6426910800065
"4307",4307,2018-05-27,3523,5022,20,9,0,2,20,8.22155961063159,140.978945511254
"4308",4308,2018-05-27,2897,7772,13,10,4,2,11,1.72013839667392,155.286311118429
"4309",4309,2018-05-27,2770,5168,21,11,0,0,24,7.18487547102393,60.9486082452251
"4310",4310,2018-05-27,4302,5970,15,16,0,0,38,1.19791856863046,26.4313200152868
"4311",4311,2018-05-27,4891,3099,12,4,0,4,16,0.990432995668408,73.6245840387925
"4312",4312,2018-05-27,4459,5220,9,6,2,4,13,1.19647844011994,124.985968335477
"4313",4313,2018-05-27,3691,3814,20,4,0,1,31,2.63794493060805,39.4075633050249
"4314",4314,2018-05-27,2093,3866,17,9,0,0,21,1.66234907327632,20.461132080042
"4315",4315,2018-05-27,1306,2651,15,4,0,1,13,2.51171413369214,54.6456368677999
"4316",4316,2018-05-27,3358,3871,12,7,1,1,10,1.71045197075055,130.709280622016
"4317",4317,2018-05-27,2997,3217,10,5,1,1,9,0.673773601543236,101.864566133101
"4318",4318,2018-05-27,4350,5760,21,10,0,0,51,1.59729570653953,22.8446159625561
"4319",4319,2018-05-27,4379,3205,15,6,0,3,10,1.54911361689851,207.245636450725
"4320",4320,2018-05-27,795,4144,11,9,0,5,12,1.94191352697158,103.339860599289
"4321",4321,2018-05-27,4735,3222,13,3,0,3,13,7.21660042868319,29.6005709497753
"4322",4322,2018-05-27,4644,4283,20,10,0,0,19,3.33127250811351,46.4856403946253
"4323",4323,2018-05-27,594,4012,20,5,1,0,18,1.11656700514274,13.2504769952038
"4324",4324,2018-05-27,4750,4131,20,9,0,1,20,1.31116989225169,19.917465678809
"4325",4325,2018-05-27,4900,2886,18,4,0,0,22,0.855776983586285,15.9479783648499
"4326",4326,2018-05-27,2430,4808,20,8,1,0,21,1.58126670176136,15.8605589295483
"4327",4327,2018-05-27,4394,2692,21,1,0,0,25,1.91795708832174,38.8084706740465
"4328",4328,2018-05-27,2616,4913,18,8,1,1,15,4.62900436816866,17.1633670924123
"4329",4329,2018-05-27,223,3609,19,5,0,0,28,2.58541742231847,29.0024404617959
"4330",4330,2018-05-27,2922,8917,11,8,5,5,12,1.66964201815923,147.692607437054
"4331",4331,2018-05-27,366,2801,17,5,0,2,7,2.01217648362349,26.0806829929147
"4332",4332,2018-05-27,266,4724,21,7,1,1,20,0.735066798394451,20.9321886285525
"4333",4333,2018-05-28,4449,3818,12,6,1,1,13,1.68350708004732,100.526071531582
"4334",4334,2018-05-28,3932,4603,18,12,0,0,19,3.53195246292313,55.229207147119
"4335",4335,2018-05-28,3762,3754,19,9,0,0,15,2.53707768485684,18.5837144279274
"4336",4336,2018-05-28,175,4166,18,6,0,0,22,9.66160266560903,66.679984186521
"4337",4337,2018-05-28,1642,5374,19,10,1,0,25,1.7445283000977,51.2082693225636
"4338",4338,2018-05-28,3291,2761,14,4,0,1,17,2.11128239073955,40.2578450248374
"4339",4339,2018-05-28,2681,3872,16,6,0,0,36,0.723935067908725,22.5429805169416
"4340",4340,2018-05-28,1390,4514,20,8,0,0,35,1.6405317367726,32.6245833272111
"4341",4341,2018-05-28,4669,8107,11,9,4,6,10,0.570490907788725,60.4648939954265
"4342",4342,2018-05-28,253,5173,13,7,1,2,30,2.22708360213067,41.8964377783495
"4343",4343,2018-05-28,1706,6052,21,13,0,0,46,1.01932047868508,30.195030078851
"4344",4344,2018-05-28,2048,4600,18,11,0,0,25,2.4987837917758,23.3150574948272
"4345",4345,2018-05-28,3339,4982,17,14,0,1,20,1.32095200778302,29.8689253623193
"4346",4346,2018-05-28,4493,5330,9,14,0,7,11,1.30176542299005,67.2122894471681
"4347",4347,2018-05-28,1074,4061,13,10,0,1,22,1.10505138115108,24.7111397678524
"4348",4348,2018-05-28,62,3016,12,7,0,1,11,2.66197734576338,109.317160533761
"4349",4349,2018-05-28,4802,4643,14,6,1,4,17,0.93284304763495,144.62915066307
"4350",4350,2018-05-28,3257,4345,13,6,1,1,11,7.45017202843457,41.8436817005638
"4351",4351,2018-05-28,3312,3147,15,6,0,0,18,2.96538836781303,40.6201049476375
"4352",4352,2018-05-28,396,6102,11,5,3,2,20,1.5227597032537,69.2213377839002
"4353",4353,2018-05-28,3081,4358,13,11,1,0,8,1.07652768253711,79.0830396651663
"4354",4354,2018-05-28,3209,4135,16,5,1,1,15,3.84672971231644,26.179348485956
"4355",4355,2018-05-28,4436,4507,10,4,2,1,17,1.56737030868253,116.980733106457
"4356",4356,2018-05-28,4545,4709,18,12,0,0,24,2.0886551206456,29.6926968250182
"4357",4357,2018-05-28,575,4341,13,10,1,0,10,1.90621319313546,130.026851554683
"4358",4358,2018-05-28,1319,3620,16,3,1,3,8,2.20472657054595,20.5418756014004
"4359",4359,2018-05-28,554,4732,13,8,0,0,15,17.3157780619771,54.8268617119355
"4360",4360,2018-05-28,3513,6418,13,6,3,1,14,6.68125867692875,34.511183838274
"4361",4361,2018-05-28,1042,3493,21,7,0,0,17,1.9280989786406,21.2998237923406
"4362",4362,2018-05-28,3405,5933,12,7,2,7,9,0.825153737006661,86.7886624182952
"4363",4363,2018-05-28,4693,4482,12,3,1,7,16,0.824654231806321,127.353209792541
"4364",4364,2018-05-28,3836,4911,12,4,2,1,23,1.61361818676235,36.7856107021922
"4365",4365,2018-05-28,3298,2938,15,4,0,0,15,6.3829235379141,85.7570325694525
"4366",4366,2018-05-28,3594,5290,15,3,3,1,9,2.90419760573949,28.1768908476262
"4367",4367,2018-05-28,1333,4047,12,9,0,5,9,1.97095083113678,131.152201820427
"4368",4368,2018-05-28,4777,4340,11,11,1,0,8,1.89761034141909,99.9258207392725
"4369",4369,2018-05-28,4580,5562,23,12,0,1,13,11.6208985145743,31.0206927633137
"4370",4370,2018-05-28,4355,4701,23,13,0,0,15,2.00746800192781,59.3150047712413
"4371",4371,2018-05-28,3009,4128,17,8,0,1,25,2.27758569708576,20.3504605778882
"4372",4372,2018-05-28,2339,3715,11,7,1,0,10,2.65024600384961,129.734428721007
"4373",4373,2018-05-28,4738,3575,21,5,0,1,20,3.24790566632488,25.3257081254462
"4374",4374,2018-05-28,2352,4868,18,12,0,0,28,1.68478527664054,24.743127862356
"4375",4375,2018-05-28,3328,3491,13,4,1,1,15,0.911619139654488,164.956376882865
"4376",4376,2018-05-28,1509,4274,18,5,0,0,22,12.7380556096678,60.5268748663096
"4377",4377,2018-05-28,2378,3328,20,5,0,0,24,1.27766658775702,18.3598056626501
"4378",4378,2018-05-28,4203,2703,16,4,0,0,20,1.02706139326359,26.6771157787868
"4379",4379,2018-05-28,4451,5910,16,15,0,0,41,0.595285347499628,29.2843744006995
"4380",4380,2018-05-28,3854,7040,12,15,2,3,13,1.89731324437076,85.095515377969
"4381",4381,2018-05-28,3557,6735,12,6,1,16,11,1.8520082011466,86.9018689283099
"4382",4382,2018-05-28,9,5335,21,12,0,1,17,8.34837782280499,53.4834533665722
"4383",4383,2018-05-28,269,5022,18,12,0,0,21,6.72194182607722,42.6007753583926
"4384",4384,2018-05-28,63,7867,14,11,3,2,17,7.17181446462251,29.8781658791254
"4385",4385,2018-05-28,3566,2795,18,4,0,1,16,0.947746450340177,22.9243382273609
"4386",4386,2018-05-28,3587,3610,13,9,0,0,21,1.10410820223906,39.240111828167
"4387",4387,2018-05-28,3949,5240,16,11,0,1,22,9.3980575768066,69.2921665401831
"4388",4388,2018-05-28,3967,4116,12,10,1,1,4,1.15538341429842,70.9113686422988
"4389",4389,2018-05-28,1347,4547,18,10,0,0,13,9.96524990136568,40.7577057825969
"4390",4390,2018-05-28,3796,4069,12,5,1,2,14,3.69444754490223,28.0053222651301
"4391",4391,2018-05-28,3063,8132,10,8,5,1,14,1.3178357892185,100.260659326502
"4392",4392,2018-05-28,278,5561,14,5,3,1,12,0.614780116994069,106.075177659306
"4393",4393,2018-05-28,3573,4232,17,8,0,1,27,2.32103916751748,31.4056131963287
"4394",4394,2018-05-28,3002,5622,20,10,0,0,49,1.72479629103623,35.2434721691629
"4395",4395,2018-05-28,2511,4255,17,11,0,0,19,2.5491833268317,19.3833835791399
"4396",4396,2018-05-28,4799,4954,13,3,3,0,11,1.54494286624537,141.490541619086
"4397",4397,2018-05-28,4511,2805,15,3,0,0,25,2.04955946702115,35.5703657415491
"4398",4398,2018-05-28,4736,4932,14,5,1,7,14,1.32327370246392,92.9426683104179
"4399",4399,2018-05-28,2000,3960,14,4,1,1,17,4.10414626043739,27.3760335439525
"4400",4400,2018-05-28,4543,3057,17,8,0,0,10,1.06661299419826,19.8002120682014
"4401",4401,2018-05-28,1557,3032,13,4,1,1,6,0.816222272496241,128.652662362407
"4402",4402,2018-05-28,3644,4184,17,6,0,0,40,1.34355606699538,26.1241287983885
"4403",4403,2018-05-28,3735,4023,23,6,0,0,22,5.73004794806701,54.7160099972476
"4404",4404,2018-05-28,1761,9580,9,11,6,0,17,0.800272065277304,138.607167201843
"4405",4405,2018-05-28,1521,4019,10,10,0,2,20,1.19019950304881,110.791269223484
"4406",4406,2018-05-28,4978,2916,11,6,0,3,10,0.664777675354218,101.797586750796
"4407",4407,2018-05-28,4687,5792,12,6,3,2,9,1.41911123248835,171.991827103359
"4408",4408,2018-05-28,2163,6618,13,7,4,0,8,1.68384671436741,115.766957361055
"4409",4409,2018-05-28,4080,4036,18,7,0,1,27,1.85554201199819,16.9247940340272
"4410",4410,2018-05-28,983,5002,20,11,0,0,25,5.51835283194975,54.3439034553349
"4411",4411,2018-05-28,1946,5912,21,16,0,0,20,6.62472971126675,61.784812974663
"4412",4412,2018-05-28,3095,6092,18,11,0,1,15,20.4221168019971,40.660704706258
"4413",4413,2018-05-28,3831,3330,11,2,1,2,17,1.30135886043211,108.083202983769
"4414",4414,2018-05-28,646,5826,13,14,1,1,18,2.75988820835063,18.6984957537695
"4415",4415,2018-05-28,1436,4382,15,9,0,0,35,0.817145210250314,29.1433955072882
"4416",4416,2018-05-28,2020,3402,17,7,0,0,16,3.52288904663434,31.4061158672674
"4417",4417,2018-05-28,1453,3956,19,8,0,0,27,0.556318812063701,18.3029776875311
"4418",4418,2018-05-28,2577,4210,16,7,0,0,39,0.597813063753666,17.3211737895289
"4419",4419,2018-05-28,4219,2095,14,2,0,0,14,2.94771064570365,34.7463235492923
"4420",4420,2018-05-28,3436,4480,17,10,0,0,24,4.29969511120705,18.6079773390691
"4421",4421,2018-05-28,4326,3994,15,13,0,1,6,1.44177767114706,94.1996846116348
"4422",4422,2018-05-28,3676,4674,12,4,2,4,8,0.73559429496037,100.024075964487
"4423",4423,2018-05-28,4034,4621,17,7,0,0,43,2.21335868059797,33.1995253390151
"4424",4424,2018-05-28,936,5077,19,11,0,1,32,1.26954068313597,27.1132344940031
"4425",4425,2018-05-28,2724,4772,19,10,0,2,7,10.7155225158716,88.0551269502403
"4426",4426,2018-05-28,4101,3308,13,5,0,5,9,2.08487419161339,100.681128209609
"4427",4427,2018-05-28,3213,8271,11,6,5,4,13,0.70538154331317,84.4587832498904
"4428",4428,2018-05-28,2380,5769,18,13,1,0,21,2.18697823260178,24.2872361202616
"4429",4429,2018-05-28,3635,4075,13,4,2,0,10,1.2496956049789,140.785526975411
"4430",4430,2018-05-28,3948,5485,11,6,2,6,9,0.852437387319136,149.069442303062
"4431",4431,2018-05-28,4405,4317,13,4,1,6,10,1.67151712104794,130.216978582666
"4432",4432,2018-05-28,3405,2673,11,6,0,1,8,3.23272062645398,73.119064289269
"4433",4433,2018-05-28,4233,4344,19,5,0,2,38,0.941968132329225,30.3782597194086
"4434",4434,2018-05-28,2965,3639,13,5,0,1,32,1.89307609279382,16.6042789333325
"4435",4435,2018-05-28,218,3588,18,6,0,0,28,0.88487370167317,19.3389210510781
"4436",4436,2018-05-28,4469,3288,17,4,0,0,31,0.884782359786834,19.6839667640673
"4437",4437,2018-05-28,2965,3967,18,8,0,1,22,1.67038419678615,18.2389164852206
"4438",4438,2018-05-28,2902,4090,14,6,0,1,29,5.39929705128958,106.701664194768
"4439",4439,2018-05-28,4123,4200,15,7,0,0,37,1.99760652171304,14.0696769898783
"4440",4440,2018-05-28,759,4216,11,4,2,0,14,1.65863943523075,96.6989610484706
"4441",4441,2018-05-28,998,3097,15,5,0,1,10,6.47120442029279,29.2737134849866
"4442",4442,2018-05-28,3253,4467,18,9,0,0,23,6.16789399591627,57.7300073911417
"4443",4443,2018-05-28,4923,5081,22,11,0,1,16,7.80930733777758,43.0214087848982
"4444",4444,2018-05-28,458,4044,16,5,1,1,7,6.9360375599452,62.4052322520482
"4445",4445,2018-05-28,1230,3560,17,3,1,2,10,2.09912068317145,27.2810758936266
"4446",4446,2018-05-28,2558,3098,15,5,0,1,20,1.47805608953924,22.1654073924039
"4447",4447,2018-05-28,4361,3571,14,4,1,0,15,3.21314414975545,46.4432577728304
"4448",4448,2018-05-28,2821,4728,14,6,1,0,33,1.77932187801261,14.1524433857017
"4449",4449,2018-05-28,4473,4703,16,5,1,1,13,10.526357020952,56.2661420390748
"4450",4450,2018-05-28,4578,6874,16,22,0,1,25,2.23584526355346,37.7101782693515
"4451",4451,2018-05-28,950,4497,13,8,1,1,13,3.97192198529452,61.5401409578535
"4452",4452,2018-05-28,4591,4243,22,8,0,0,27,1.92811068010122,16.9901158149693
"4453",4453,2018-05-28,4596,3660,13,7,0,1,23,2.60155218423777,21.4962555355781
"4454",4454,2018-05-28,4126,5126,19,7,1,0,31,2.26340942340308,31.1914033829406
"4455",4455,2018-05-28,624,3855,16,6,0,0,32,2.55236714757815,29.2247203969409
"4456",4456,2018-05-28,278,4924,13,7,1,3,22,1.7382939432633,112.434745886501
"4457",4457,2018-05-28,1833,4077,16,8,0,0,19,7.26683317294472,71.0737043838072
"4458",4458,2018-05-28,1787,4429,23,6,0,0,37,2.28862263132563,26.0915412789243
"4459",4459,2018-05-28,2010,4053,15,5,1,0,18,4.03246318717971,31.1323887762018
"4460",4460,2018-05-28,463,3498,14,2,1,0,19,4.48205157049662,30.3156655662947
"4461",4461,2018-05-28,1964,4771,17,10,0,1,32,1.21248640485818,19.9721281031418
"4462",4462,2018-05-28,2469,4455,17,8,0,1,33,1.55294042147404,31.2587681207088
"4463",4463,2018-05-28,3906,7617,17,24,0,0,11,14.1714341558713,100.495856357208
"4464",4464,2018-05-28,2922,5157,12,8,2,2,9,1.07141696016035,101.778589462259
"4465",4465,2018-05-28,173,4640,17,8,0,0,32,5.89516058156282,67.1142055822171
"4466",4466,2018-05-28,4326,3118,12,7,0,1,16,1.18250434149557,125.868802425287
"4467",4467,2018-05-28,2571,3334,13,4,1,1,13,0.336151072671691,105.987733746421
"4468",4468,2018-05-28,109,1941,11,3,0,1,10,0.911914628299636,131.572551143914
"4469",4469,2018-05-28,3408,11616,12,9,8,2,12,2.15654990012802,73.9720586563399
"4470",4470,2018-05-28,1451,3402,14,4,1,0,13,2.52470389788155,26.9646641926741
"4471",4471,2018-05-28,4412,3977,15,6,0,0,37,1.77028698601798,27.0789746384059
"4472",4472,2018-05-28,1752,4140,21,9,0,1,17,2.39848988019685,54.7087045002613
"4473",4473,2018-05-28,3984,3434,15,5,0,1,16,6.84447776933199,56.1329171344985
"4474",4474,2018-05-28,1026,3419,10,2,1,2,19,1.68654388094453,183.652248546459
"4475",4475,2018-05-28,1385,4895,21,11,0,0,31,0.951614166260291,33.5970769228778
"4476",4476,2018-05-28,2604,4705,20,13,0,0,21,0.545020565090088,23.316640630048
"4477",4477,2018-05-28,2126,3993,12,3,1,5,14,0.92534484782007,239.68218579609
"4478",4478,2018-05-28,2932,3770,13,8,1,1,5,0.695147466847087,114.70298433806
"4479",4479,2018-05-28,2878,5007,15,13,0,1,13,8.06695981938123,89.9370468967308
"4480",4480,2018-05-28,297,4409,13,9,1,0,9,5.09136376785762,115.790950984504
"4481",4481,2018-05-28,411,3356,15,7,0,0,22,1.0591438966134,24.0641385767249
