"","CustomerID","CustomerType","Registrationdate","Sex","Age","fallbonus","Income"
"633",633,2,2018-03-07,1,27,1,2
"634",634,4,2018-04-27,1,26,0,1
"635",635,4,2018-01-14,1,31,0,2
"636",636,1,2018-04-16,1,31,0,1
"637",637,4,2018-03-13,0,44,0,1
"638",638,4,2017-05-20,0,21,0,1
"639",639,3,2016-07-11,0,32,0,2
"640",640,2,2018-01-20,0,9,0,1
"641",641,3,2017-09-20,0,49,0,1
"642",642,2,2017-06-12,0,28,1,2
"643",643,3,2017-04-24,0,31,0,1
"644",644,4,2018-03-15,0,32,1,2
"645",645,1,2017-04-09,1,35,0,2
"646",646,2,2016-10-01,0,30,0,3
"647",647,3,2018-01-24,0,79,0,3
"648",648,4,2018-01-29,0,41,0,2
"649",649,4,2018-02-26,1,27,0,3
"650",650,2,2017-07-19,1,28,0,3
"651",651,4,2017-03-30,1,32,1,1
"652",652,2,2017-07-18,0,27,0,3
"653",653,1,2016-10-15,0,22,0,1
"654",654,4,2016-09-26,1,33,0,1
"655",655,1,2016-12-09,1,11,0,3
"656",656,2,2017-12-13,0,26,0,1
"657",657,2,2018-01-28,1,43,0,1
"658",658,2,2018-03-18,1,28,0,1
"659",659,3,2016-09-06,0,42,0,1
"660",660,4,2018-03-30,0,21,0,2
"661",661,4,2018-03-14,0,17,0,3
"662",662,4,2018-01-06,0,33,0,2
"663",663,1,2016-10-25,1,39,0,3
"664",664,1,2017-09-14,1,8,0,3
"665",665,3,2017-11-12,0,24,0,3
"666",666,4,2018-01-13,1,65,0,3
"667",667,3,2016-12-25,0,26,0,3
"668",668,2,2017-03-05,1,23,0,1
"669",669,4,2017-11-19,0,78,0,2
"670",670,1,2017-11-19,1,45,0,1
"671",671,2,2016-07-20,0,28,1,1
"672",672,1,2017-03-11,1,55,0,3
"673",673,2,2017-02-24,0,12,0,1
"674",674,2,2018-03-26,1,20,0,2
"675",675,1,2018-02-23,1,29,0,2
"676",676,3,2018-03-31,0,33,0,2
"677",677,2,2018-01-27,1,34,0,1
"678",678,1,2017-06-11,1,31,0,3
"679",679,2,2018-01-18,1,33,1,1
"680",680,4,2018-03-07,0,34,0,3
"681",681,4,2018-02-23,0,29,0,3
"682",682,3,2016-11-10,0,30,0,2
"683",683,4,2017-11-29,0,31,0,3
"684",684,3,2016-09-11,1,21,0,3
"685",685,2,2018-03-06,0,21,0,1
"686",686,4,2018-04-05,1,26,0,1
"687",687,1,2017-06-06,0,30,0,2
"688",688,1,2017-01-07,0,21,0,1
"689",689,1,2016-09-30,1,41,0,3
"690",690,3,2018-04-14,0,9,0,2
"691",691,3,2018-03-06,0,47,0,3
"692",692,4,2016-11-08,0,8,0,3
"693",693,1,2018-03-30,0,7,0,1
"694",694,1,2018-01-19,0,17,0,3
"695",695,4,2018-04-10,0,29,0,3
"696",696,2,2016-07-30,0,12,1,2
"697",697,1,2017-02-08,1,41,0,3
"698",698,2,2018-04-13,0,28,0,1
"699",699,3,2017-05-08,0,40,0,3
"700",700,2,2016-10-27,1,32,0,3
"701",701,4,2016-12-01,0,33,1,1
"702",702,3,2016-10-05,0,16,0,2
"703",703,1,2018-01-07,0,48,0,1
"704",704,2,2018-02-08,0,8,0,3
"705",705,3,2018-04-06,0,16,0,2
"706",706,1,2016-11-14,1,30,1,1
"707",707,1,2016-09-09,0,23,1,1
"708",708,4,2018-03-01,1,29,0,2
"709",709,3,2018-02-27,1,35,0,1
"710",710,2,2018-04-09,1,23,1,2
"711",711,1,2016-09-24,0,30,1,3
"712",712,2,2018-03-07,1,30,1,1
"713",713,3,2018-03-27,1,14,0,2
"714",714,3,2016-08-03,0,7,0,1
"715",715,2,2017-05-09,1,25,1,2
"716",716,4,2018-01-17,0,51,0,3
"717",717,1,2018-02-18,0,18,0,3
"718",718,1,2017-03-01,1,15,0,3
"719",719,3,2016-07-01,0,29,0,3
"720",720,3,2017-11-14,0,10,0,3
"721",721,4,2018-04-17,1,44,0,2
"722",722,3,2016-09-03,1,33,1,1
"723",723,4,2018-04-19,1,14,0,1
"724",724,3,2017-05-03,0,34,1,3
"725",725,1,2017-12-17,0,9,1,2
"726",726,4,2016-08-23,0,11,0,1
"727",727,2,2017-11-02,1,9,0,3
"728",728,4,2017-06-16,1,60,1,3
"729",729,4,2018-03-07,0,14,0,3
"730",730,2,2018-02-17,0,9,0,1
"731",731,1,2017-02-05,1,10,0,3
"732",732,2,2018-02-27,1,25,0,3
"733",733,1,2016-07-06,1,30,1,2
"734",734,4,2018-03-04,0,31,0,3
"735",735,1,2018-03-21,1,69,0,2
"736",736,4,2018-01-08,0,30,0,3
"737",737,1,2016-08-22,0,23,0,3
"738",738,4,2016-10-01,0,21,0,1
"739",739,3,2016-12-07,0,11,1,3
"740",740,2,2016-09-19,1,27,0,2
"741",741,2,2016-09-06,1,14,0,1
"742",742,3,2016-09-14,0,20,1,1
"743",743,3,2018-02-21,0,34,0,3
"744",744,2,2017-10-01,0,30,0,3
"745",745,2,2017-09-14,0,24,0,3
"746",746,4,2016-09-04,1,24,0,2
"747",747,3,2018-01-22,1,19,0,1
"748",748,1,2016-08-28,1,30,0,3
"749",749,2,2017-01-14,0,37,0,2
"750",750,3,2018-02-24,0,44,0,1
"751",751,4,2016-11-20,0,27,0,2
"752",752,1,2016-10-30,1,30,0,1
"753",753,1,2018-01-27,0,31,0,3
"754",754,1,2018-03-21,0,55,0,3
"755",755,3,2018-01-15,1,31,0,1
"756",756,3,2017-06-14,0,33,0,1
"757",757,1,2018-02-04,1,8,0,1
"758",758,2,2018-03-31,0,30,0,2
"759",759,3,2018-03-13,0,25,0,3
"760",760,2,2017-05-03,0,33,1,1
"761",761,2,2016-11-05,0,34,0,3
"762",762,4,2018-03-08,0,14,0,3
"763",763,1,2018-04-04,0,19,0,1
"764",764,3,2016-12-13,0,7,0,1
"765",765,2,2018-03-16,1,7,0,2
"766",766,4,2018-02-23,1,45,0,3
"767",767,4,2017-10-31,0,15,1,1
"768",768,1,2016-12-01,0,30,0,3
"769",769,4,2018-01-27,1,46,0,3
"770",770,2,2016-08-22,0,23,0,3
"771",771,3,2018-04-09,1,75,0,2
"772",772,1,2017-09-05,0,44,0,3
"773",773,1,2016-08-15,0,27,0,3
"774",774,4,2017-10-26,1,19,0,3
"775",775,4,2017-09-29,0,15,0,1
"776",776,1,2018-04-21,1,21,0,1
"777",777,3,2018-02-27,0,29,0,1
"778",778,4,2016-07-07,1,15,0,3
"779",779,2,2018-03-20,0,34,0,1
"780",780,1,2017-11-16,1,26,0,3
"781",781,4,2016-08-11,0,12,0,2
"782",782,2,2016-07-26,1,41,0,3
"783",783,1,2018-03-18,1,22,0,1
"784",784,1,2018-02-10,0,17,1,1
"785",785,3,2016-10-11,0,27,0,3
"786",786,2,2016-08-28,0,33,0,3
"787",787,4,2018-01-10,1,22,1,1
"788",788,3,2016-12-21,0,35,0,2
"789",789,3,2018-03-11,0,30,0,1
"790",790,1,2016-11-13,1,24,0,3
"791",791,2,2016-12-09,0,21,0,2
"792",792,2,2016-11-09,0,33,0,3
"793",793,2,2017-09-24,0,10,0,1
"794",794,2,2018-01-10,1,18,0,3
"795",795,3,2016-11-12,0,32,0,2
"796",796,1,2016-12-28,0,14,1,3
"797",797,3,2016-10-14,0,26,0,3
"798",798,4,2016-08-08,0,29,0,1
"799",799,3,2017-10-12,0,7,0,2
"800",800,1,2016-12-12,0,9,0,2
"801",801,4,2016-12-14,0,46,0,2
"802",802,2,2018-03-21,1,29,1,1
"803",803,2,2017-05-23,1,27,0,1
"804",804,3,2016-10-23,0,27,0,2
"805",805,1,2018-02-01,0,35,0,1
"806",806,2,2016-12-20,0,29,0,1
"807",807,3,2018-03-25,1,25,0,2
"808",808,4,2018-04-15,1,29,0,1
"809",809,1,2018-04-18,1,17,0,1
"810",810,3,2018-02-24,1,18,0,1
"811",811,3,2016-11-14,1,36,1,3
"812",812,4,2017-07-14,1,33,0,3
"813",813,3,2018-02-17,0,18,0,1
"814",814,2,2016-07-02,1,28,0,3
"815",815,2,2018-02-03,0,34,0,3
"816",816,1,2018-03-03,1,34,0,1
"817",817,1,2016-12-06,1,23,0,3
"818",818,3,2018-01-07,0,45,0,2
"819",819,2,2018-01-23,1,21,1,2
"820",820,2,2018-04-10,0,6,0,2
"821",821,4,2018-04-06,1,66,0,1
"822",822,2,2018-03-16,1,40,1,2
"823",823,1,2018-01-28,0,33,0,1
"824",824,3,2018-04-16,0,19,0,2
"825",825,1,2018-01-13,0,31,0,1
"826",826,3,2018-03-01,0,19,1,2
"827",827,4,2016-11-21,1,29,0,3
"828",828,3,2018-01-23,1,14,1,1
"829",829,2,2017-08-30,1,27,1,1
"830",830,3,2018-01-22,1,11,1,1
"831",831,2,2018-03-07,1,10,0,3
"832",832,4,2016-07-27,0,21,0,1
"833",833,1,2018-04-08,1,16,1,2
"834",834,4,2018-01-27,1,61,0,3
"835",835,2,2018-04-20,0,49,0,3
"836",836,4,2016-08-21,1,24,1,2
"837",837,4,2016-08-27,1,29,1,2
"838",838,4,2016-12-15,0,46,0,2
"839",839,2,2016-12-30,1,42,0,2
"840",840,2,2017-05-23,1,19,1,3
"841",841,2,2018-04-09,0,12,0,3
"842",842,2,2016-08-16,0,15,0,1
"843",843,4,2018-02-25,1,23,0,3
"844",844,1,2018-03-03,1,12,1,1
"845",845,2,2017-12-14,1,35,0,1
"846",846,2,2016-12-18,1,28,0,2
"847",847,2,2017-12-16,0,34,0,2
"848",848,1,2017-11-20,0,37,0,3
"849",849,2,2018-01-24,1,35,0,3
"850",850,3,2018-01-19,0,26,1,1
"851",851,4,2017-05-26,1,7,1,2
"852",852,2,2017-11-28,0,29,0,2
"853",853,1,2017-03-23,1,12,0,1
"854",854,2,2018-04-27,0,39,0,3
"855",855,4,2016-09-25,1,10,0,1
"856",856,1,2016-09-04,1,26,0,1
"857",857,4,2016-09-22,0,30,0,1
"858",858,3,2016-10-21,0,7,0,3
"859",859,2,2018-04-22,0,32,0,3
"860",860,2,2018-04-11,0,26,0,2
"861",861,4,2016-11-09,0,14,0,1
"862",862,1,2018-04-10,0,7,0,1
"863",863,4,2016-10-19,0,27,0,3
"864",864,1,2016-07-21,0,10,1,1
"865",865,3,2018-03-30,0,48,1,2
"866",866,4,2018-04-07,0,30,0,2
"867",867,4,2016-11-04,0,19,0,2
"868",868,1,2017-05-04,1,7,0,2
"869",869,1,2018-04-06,0,34,0,2
"870",870,1,2018-01-12,0,35,0,1
"871",871,1,2017-12-27,0,16,1,1
"872",872,2,2018-01-31,0,34,0,2
"873",873,1,2017-03-17,0,27,0,1
"874",874,2,2018-04-24,1,13,0,1
"875",875,3,2016-08-31,0,30,0,3
"876",876,2,2016-08-08,1,33,0,1
"877",877,4,2018-01-21,1,23,1,1
"878",878,2,2018-04-16,1,35,0,2
"879",879,4,2016-10-31,0,28,0,1
"880",880,2,2018-01-17,1,26,0,2
"881",881,3,2016-07-26,0,30,1,2
"882",882,1,2018-04-07,0,10,0,2
"883",883,4,2017-04-17,1,13,0,1
"884",884,4,2017-03-27,0,69,0,1
"885",885,2,2018-02-24,1,22,0,3
"886",886,2,2018-01-03,0,46,0,3
"887",887,3,2016-07-14,0,30,0,1
"888",888,1,2017-08-20,1,30,0,3
"889",889,3,2017-01-18,0,22,0,1
"890",890,4,2017-07-08,0,33,0,2
"891",891,1,2018-02-13,1,30,0,3
"892",892,1,2016-12-16,1,30,1,2
"893",893,2,2017-03-25,0,8,1,1
"894",894,2,2017-04-12,0,18,0,2
"895",895,2,2018-02-21,1,29,0,1
"896",896,2,2017-08-01,0,27,0,1
"897",897,4,2016-08-03,0,77,0,3
"898",898,1,2017-10-21,0,29,1,2
"899",899,1,2018-03-13,0,26,1,2
"900",900,3,2018-03-03,1,35,0,1
"901",901,1,2018-04-08,1,42,0,3
"902",902,1,2018-04-15,1,29,1,2
"903",903,4,2018-01-22,1,32,0,1
"904",904,4,2018-01-31,1,22,1,1
"905",905,1,2016-07-26,1,24,0,2
"906",906,3,2017-09-13,1,41,1,3
"907",907,2,2018-03-10,1,30,0,1
"908",908,4,2018-01-16,0,24,0,1
"909",909,4,2016-09-17,0,20,0,3
"910",910,3,2016-11-03,0,17,0,2
"911",911,1,2016-08-22,0,33,0,3
"912",912,1,2016-08-23,0,35,0,2
"913",913,2,2018-01-15,1,39,0,1
"914",914,3,2017-04-03,1,32,1,1
"915",915,4,2016-11-24,1,30,1,3
"916",916,3,2016-07-11,1,35,0,3
"917",917,3,2018-03-22,1,44,0,1
"918",918,4,2016-08-16,0,20,0,3
"919",919,3,2018-04-14,0,17,0,3
"920",920,4,2016-10-18,0,49,1,3
"921",921,2,2018-03-12,1,28,0,1
"922",922,3,2016-10-26,1,49,0,1
"923",923,1,2016-07-27,1,69,0,3
"924",924,3,2018-04-03,0,17,0,1
"925",925,1,2018-04-01,0,17,0,3
"926",926,2,2018-01-01,1,22,0,2
"927",927,2,2018-04-26,0,27,0,1
"928",928,4,2018-04-14,0,29,0,3
"929",929,4,2017-10-28,1,21,0,1
"930",930,1,2016-11-06,1,11,0,3
"931",931,3,2018-01-13,1,27,0,2
"932",932,1,2016-10-31,0,36,1,2
"933",933,3,2018-02-15,1,26,0,2
"934",934,1,2017-02-04,1,36,0,1
"935",935,3,2018-01-17,1,27,0,3
"936",936,4,2018-01-16,1,35,0,3
"937",937,2,2017-01-19,0,17,0,2
"938",938,1,2018-04-28,1,23,1,2
"939",939,1,2018-04-01,0,34,0,3
"940",940,2,2016-07-14,0,19,0,3
"941",941,4,2018-04-11,0,33,0,1
"942",942,3,2017-10-03,1,33,0,1
"943",943,2,2018-01-23,1,10,0,2
"944",944,2,2018-02-01,0,16,0,2
"945",945,2,2018-02-08,0,12,0,3
"946",946,1,2018-04-22,1,28,0,3
"947",947,1,2017-08-08,1,18,1,1
"948",948,4,2018-01-31,0,22,0,2
"949",949,2,2017-12-09,0,30,0,2
"950",950,2,2018-04-26,0,26,0,2
"951",951,2,2018-02-04,1,40,0,2
"952",952,3,2018-02-01,0,20,0,1
"953",953,2,2016-07-18,0,29,0,3
"954",954,3,2018-02-28,1,33,0,1
"955",955,1,2017-04-15,0,17,0,2
"956",956,2,2018-02-17,0,29,0,2
"957",957,4,2017-04-25,1,19,0,2
"958",958,4,2018-04-13,0,12,0,1
"959",959,4,2018-04-27,1,21,0,1
"960",960,4,2017-12-22,0,26,0,1
"961",961,4,2016-11-20,0,31,0,2
"962",962,1,2018-01-23,1,8,0,3
"963",963,1,2018-02-28,0,20,0,1
"964",964,1,2018-02-05,1,12,0,3
"965",965,4,2016-08-15,0,16,0,2
"966",966,4,2018-02-12,1,32,0,3
"967",967,2,2018-04-26,1,11,0,1
"968",968,1,2016-10-15,0,18,0,2
"969",969,2,2016-12-26,1,27,0,3
"970",970,3,2018-03-06,1,7,0,3
"971",971,4,2017-06-17,0,22,0,2
"972",972,1,2018-01-04,1,50,0,3
"973",973,1,2018-03-09,1,29,1,3
"974",974,4,2018-02-22,0,25,0,1
"975",975,2,2018-01-17,1,34,0,1
"976",976,3,2016-11-06,0,27,0,2
"977",977,1,2018-04-30,0,34,1,2
"978",978,2,2018-01-11,0,24,0,3
"979",979,3,2018-02-10,0,34,0,2
"980",980,4,2016-08-15,1,34,1,2
"981",981,1,2018-02-12,1,14,0,2
"982",982,2,2018-02-04,0,27,0,1
"983",983,1,2018-01-17,0,28,1,2
"984",984,2,2018-03-31,0,26,0,3
"985",985,4,2018-02-05,0,20,0,1
"986",986,4,2018-03-27,0,30,0,3
"987",987,3,2018-02-27,1,34,0,2
"988",988,3,2018-01-30,1,20,0,1
"989",989,1,2016-10-07,0,57,1,2
"990",990,4,2016-12-04,0,35,0,2
"991",991,3,2016-07-10,1,18,0,3
"992",992,4,2018-04-28,1,35,0,1
"993",993,1,2018-01-06,0,21,1,2
"994",994,3,2018-02-10,0,12,1,3
"995",995,2,2018-03-08,0,46,0,2
"996",996,3,2016-10-02,0,26,0,1
"997",997,4,2018-01-06,0,32,0,3
"998",998,2,2017-02-07,1,13,0,2
"999",999,2,2016-09-11,1,17,0,3
"1000",1000,3,2018-03-20,0,34,0,2
"1001",1001,2,2016-08-29,0,31,0,2
"1002",1002,2,2018-04-15,0,17,0,2
"1003",1003,1,2017-10-07,0,7,0,1
"1004",1004,4,2017-01-19,0,17,1,1
"1005",1005,4,2018-01-23,1,16,0,3
"1006",1006,2,2018-03-27,1,43,0,2
"1007",1007,1,2017-07-29,1,13,0,3
"1008",1008,3,2016-10-14,0,15,0,1
"1009",1009,2,2018-02-25,0,34,0,2
"1010",1010,2,2016-12-18,1,48,0,2
"1011",1011,2,2016-08-28,0,48,0,1
"1012",1012,1,2018-04-26,1,7,0,3
"1013",1013,3,2016-11-01,1,35,1,1
"1014",1014,1,2017-08-12,0,8,0,3
"1015",1015,1,2018-01-16,1,28,0,3
"1016",1016,4,2017-05-14,1,34,0,3
"1017",1017,4,2016-12-30,1,44,0,1
"1018",1018,4,2017-04-26,1,29,0,1
"1019",1019,1,2018-02-20,0,14,0,2
"1020",1020,3,2016-07-14,1,34,0,3
"1021",1021,3,2018-02-02,1,27,0,3
"1022",1022,2,2017-02-02,0,45,0,1
"1023",1023,1,2018-04-13,1,14,0,2
"1024",1024,2,2017-11-25,0,7,0,3
"1025",1025,3,2018-03-14,1,23,0,1
"1026",1026,3,2018-03-03,0,29,0,2
"1027",1027,3,2018-01-13,0,35,0,1
"1028",1028,4,2016-12-25,1,18,0,3
"1029",1029,1,2017-06-07,0,31,0,2
"1030",1030,1,2017-03-29,1,26,0,1
"1031",1031,4,2016-11-08,1,33,0,3
"1032",1032,2,2018-04-26,0,12,0,3
"1033",1033,3,2016-10-18,1,42,0,3
"1034",1034,1,2017-03-02,1,20,0,3
"1035",1035,4,2016-09-11,0,7,0,1
"1036",1036,2,2018-04-28,1,17,0,1
"1037",1037,1,2016-07-06,0,22,0,2
"1038",1038,3,2018-03-12,1,12,0,3
"1039",1039,1,2018-04-17,1,27,0,1
"1040",1040,1,2018-03-24,1,31,0,2
"1041",1041,1,2018-02-27,0,30,0,3
"1042",1042,4,2016-11-06,0,25,1,3
"1043",1043,2,2018-04-14,0,19,1,3
"1044",1044,4,2016-09-22,1,20,0,3
"1045",1045,1,2018-03-08,0,8,1,1
"1046",1046,2,2016-12-30,1,24,0,3
"1047",1047,4,2018-04-25,0,13,1,1
"1048",1048,3,2017-05-26,0,34,0,1
"1049",1049,3,2016-12-05,1,12,0,1
"1050",1050,4,2018-01-22,1,24,1,3
"1051",1051,4,2018-03-11,1,24,0,2
"1052",1052,2,2018-03-18,0,41,0,1
"1053",1053,1,2016-12-08,0,31,0,3
"1054",1054,1,2016-12-17,0,27,0,3
"1055",1055,4,2017-08-24,0,27,0,3
"1056",1056,1,2018-04-26,1,33,0,2
"1057",1057,2,2017-08-22,0,33,1,2
"1058",1058,1,2018-04-05,1,8,0,3
"1059",1059,1,2018-03-20,1,26,0,3
"1060",1060,1,2018-04-17,1,19,0,3
"1061",1061,3,2016-12-31,1,34,0,2
"1062",1062,3,2018-04-11,0,40,1,1
"1063",1063,1,2017-04-05,1,29,0,2
"1064",1064,1,2017-02-25,1,45,0,1
"1065",1065,1,2018-03-23,0,19,0,3
"1066",1066,2,2018-02-12,1,9,0,3
"1067",1067,1,2018-01-08,1,34,1,3
"1068",1068,3,2018-02-12,0,6,1,2
"1069",1069,3,2018-04-03,1,32,0,2
"1070",1070,1,2018-03-06,1,40,0,3
"1071",1071,1,2017-10-20,0,54,0,2
"1072",1072,4,2017-07-22,0,19,0,2
"1073",1073,4,2018-02-06,0,50,0,1
"1074",1074,4,2016-12-08,0,21,0,2
"1075",1075,1,2018-01-04,0,26,1,1
"1076",1076,1,2018-04-28,0,28,0,1
"1077",1077,3,2018-01-30,0,34,1,1
"1078",1078,2,2016-09-09,0,28,0,1
"1079",1079,3,2016-11-11,0,33,0,1
"1080",1080,2,2018-01-01,0,42,0,1
"1081",1081,1,2017-04-03,0,29,0,1
"1082",1082,3,2018-02-15,0,40,0,3
"1083",1083,2,2018-01-03,0,29,0,1
"1084",1084,1,2017-08-19,0,34,1,1
"1085",1085,2,2017-03-18,0,27,0,1
"1086",1086,2,2017-07-30,0,27,0,2
"1087",1087,4,2016-08-16,1,27,1,2
"1088",1088,4,2016-11-28,0,47,1,2
"1089",1089,4,2018-03-16,0,47,0,1
"1090",1090,4,2018-03-15,0,22,1,2
"1091",1091,1,2018-01-24,1,31,0,1
"1092",1092,3,2018-03-26,1,49,0,3
"1093",1093,4,2018-01-23,0,37,0,3
"1094",1094,3,2018-04-03,1,18,1,1
"1095",1095,2,2017-03-21,1,7,0,3
"1096",1096,2,2018-02-11,0,23,1,2
"1097",1097,1,2018-03-18,0,45,1,3
"1098",1098,2,2018-02-03,0,29,0,3
"1099",1099,1,2017-11-02,0,27,0,3
"1100",1100,4,2018-01-10,0,28,1,1
"1101",1101,3,2017-03-22,0,7,0,3
"1102",1102,3,2018-03-15,1,8,0,1
"1103",1103,3,2018-03-14,0,12,0,3
"1104",1104,1,2018-03-26,1,34,1,2
"1105",1105,1,2018-02-27,0,30,0,2
"1106",1106,4,2018-02-07,0,20,1,2
"1107",1107,3,2018-03-22,0,75,0,2
"1108",1108,2,2018-02-14,1,26,0,3
"1109",1109,3,2016-11-15,0,28,0,2
"1110",1110,4,2017-01-03,1,40,0,3
"1111",1111,2,2018-02-06,1,28,0,2
"1112",1112,3,2018-01-03,1,27,1,3
"1113",1113,1,2018-01-31,0,42,1,3
"1114",1114,3,2018-02-25,1,18,0,3
"1115",1115,4,2016-09-08,0,28,0,2
"1116",1116,2,2018-02-16,1,38,0,2
"1117",1117,2,2016-08-26,0,40,0,3
"1118",1118,4,2018-02-07,0,10,0,2
"1119",1119,2,2018-04-02,0,67,0,1
"1120",1120,1,2018-03-29,0,46,0,3
"1121",1121,1,2018-01-29,1,26,0,2
"1122",1122,1,2018-04-23,0,33,0,3
"1123",1123,1,2017-10-31,1,22,1,2
"1124",1124,2,2018-04-25,1,14,0,2
"1125",1125,1,2018-03-24,0,56,0,1
"1126",1126,3,2018-03-29,0,34,0,1
"1127",1127,2,2016-09-06,0,31,1,3
"1128",1128,3,2016-10-12,1,37,0,3
"1129",1129,4,2017-12-04,1,34,1,2
"1130",1130,2,2017-09-06,0,26,1,2
"1131",1131,4,2018-03-17,0,9,0,1
"1132",1132,2,2016-11-02,0,46,0,1
"1133",1133,4,2016-09-06,0,25,0,3
"1134",1134,3,2017-02-16,0,31,0,3
"1135",1135,4,2016-09-22,0,20,0,1
"1136",1136,2,2016-08-10,1,46,0,2
"1137",1137,2,2018-01-30,1,19,0,2
"1138",1138,1,2016-07-04,0,13,1,2
"1139",1139,1,2017-12-16,0,33,0,2
"1140",1140,3,2017-12-08,0,19,0,2
"1141",1141,2,2016-09-01,1,28,0,3
"1142",1142,4,2016-07-18,0,13,0,1
"1143",1143,1,2016-12-11,0,73,0,3
"1144",1144,4,2016-09-19,0,20,0,3
"1145",1145,2,2018-02-19,0,9,0,1
"1146",1146,2,2016-11-13,0,74,1,2
"1147",1147,4,2018-04-21,0,24,0,3
"1148",1148,2,2018-01-23,1,7,0,2
"1149",1149,3,2016-10-01,0,9,0,1
"1150",1150,4,2016-09-21,1,25,0,3
"1151",1151,4,2018-01-04,0,14,0,2
"1152",1152,2,2016-09-08,0,31,0,1
"1153",1153,3,2018-01-13,0,18,1,2
"1154",1154,2,2018-03-20,1,34,0,3
"1155",1155,1,2018-02-08,1,35,1,2
"1156",1156,3,2018-02-25,0,21,0,2
"1157",1157,4,2018-04-28,0,30,1,2
"1158",1158,2,2018-03-07,1,12,0,1
"1159",1159,2,2018-02-04,0,34,0,3
"1160",1160,2,2016-10-04,0,29,0,3
"1161",1161,1,2018-02-12,0,29,1,1
"1162",1162,3,2017-10-20,1,29,0,3
"1163",1163,3,2016-09-26,1,8,0,3
"1164",1164,1,2018-03-07,0,44,0,3
"1165",1165,1,2018-03-19,1,16,0,3
"1166",1166,3,2018-04-20,1,40,0,3
"1167",1167,4,2018-02-23,0,27,0,3
"1168",1168,1,2016-12-02,0,48,0,3
"1169",1169,3,2018-01-29,1,26,0,1
"1170",1170,1,2018-04-20,0,34,0,3
"1171",1171,2,2016-08-12,1,30,1,1
"1172",1172,3,2016-08-02,1,30,0,3
"1173",1173,2,2017-12-16,1,37,0,2
"1174",1174,2,2018-04-14,1,25,0,1
"1175",1175,4,2016-07-31,1,30,0,2
"1176",1176,2,2016-10-22,1,28,1,1
"1177",1177,1,2018-02-09,0,19,0,1
"1178",1178,2,2017-03-23,0,24,0,2
"1179",1179,1,2018-04-18,0,25,0,2
"1180",1180,4,2017-08-28,0,32,0,1
"1181",1181,3,2017-10-08,1,28,0,3
"1182",1182,1,2017-03-12,1,23,0,3
"1183",1183,2,2017-11-24,1,33,0,1
"1184",1184,4,2016-12-10,0,23,1,2
"1185",1185,4,2018-04-16,0,16,0,2
"1186",1186,1,2018-01-11,0,35,1,1
"1187",1187,2,2016-08-24,1,10,0,2
"1188",1188,2,2018-03-07,0,31,0,2
"1189",1189,4,2017-03-07,0,27,0,1
"1190",1190,2,2016-09-27,1,49,1,3
"1191",1191,3,2018-04-21,0,23,0,2
"1192",1192,3,2017-05-03,0,22,0,1
"1193",1193,1,2018-01-17,0,31,1,2
"1194",1194,1,2017-08-22,0,26,0,3
"1195",1195,1,2018-02-21,1,33,0,3
"1196",1196,2,2016-09-30,0,34,0,1
"1197",1197,4,2018-04-16,1,13,0,3
"1198",1198,2,2016-10-09,0,30,1,2
"1199",1199,4,2017-07-15,1,11,0,1
"1200",1200,3,2018-03-20,1,30,0,1
"1201",1201,1,2018-01-18,1,10,0,3
"1202",1202,4,2016-10-28,0,27,0,3
"1203",1203,1,2018-03-20,1,13,1,1
"1204",1204,1,2017-10-16,0,25,0,1
"1205",1205,4,2018-01-10,0,29,0,3
"1206",1206,3,2017-12-22,1,30,0,3
"1207",1207,1,2016-07-08,0,55,0,2
"1208",1208,3,2018-03-05,0,28,0,3
"1209",1209,4,2017-03-17,0,12,0,1
"1210",1210,4,2018-03-17,1,29,0,2
"1211",1211,4,2017-11-05,1,24,0,2
"1212",1212,2,2018-01-02,0,32,1,1
"1213",1213,1,2017-04-05,1,11,0,1
"1214",1214,4,2018-01-02,1,8,0,3
"1215",1215,1,2016-10-29,0,21,1,3
"1216",1216,3,2017-08-31,1,13,1,2
"1217",1217,1,2018-04-09,0,42,0,1
"1218",1218,2,2016-09-02,1,35,0,3
"1219",1219,3,2018-04-27,0,8,0,3
"1220",1220,3,2017-11-22,1,27,0,3
"1221",1221,1,2016-10-26,1,35,0,3
"1222",1222,3,2018-03-05,0,6,0,3
"1223",1223,1,2016-09-20,1,50,0,3
"1224",1224,3,2017-05-22,0,33,1,2
"1225",1225,4,2018-04-18,1,27,0,3
"1226",1226,4,2018-03-31,0,7,0,2
"1227",1227,4,2017-03-22,0,43,0,3
"1228",1228,2,2016-07-24,1,17,0,1
"1229",1229,4,2018-01-16,0,33,0,3
"1230",1230,2,2016-07-19,0,12,0,2
"1231",1231,2,2018-01-01,1,33,0,2
"1232",1232,2,2018-02-18,0,25,0,3
"1233",1233,2,2018-01-30,0,32,0,1
"1234",1234,4,2018-02-06,0,34,1,1
"1235",1235,3,2018-04-22,0,35,0,1
"1236",1236,4,2016-12-13,0,49,0,2
"1237",1237,1,2016-08-30,0,21,0,3
"1238",1238,4,2018-02-06,1,31,0,3
"1239",1239,2,2018-02-04,0,30,0,3
"1240",1240,4,2018-01-03,0,15,1,3
"1241",1241,3,2018-02-24,0,28,0,1
"1242",1242,4,2018-02-25,1,16,1,2
"1243",1243,4,2017-06-24,1,27,0,2
"1244",1244,2,2018-02-22,0,29,0,3
