"","TransID","Date","CustomerID","ProductID"
"829",829,2018-10-30,3523,3
"830",830,2018-10-30,1207,1
"831",831,2018-10-30,3523,1
"832",832,2018-10-30,4798,2
"833",833,2018-10-30,856,5
"834",834,2018-10-30,353,1
"835",835,2018-10-30,830,4
"836",836,2018-10-30,2793,2
"837",837,2018-10-30,3956,1
"838",838,2018-10-30,3146,4
"839",839,2018-10-30,599,2
"840",840,2018-10-30,3144,2
"841",841,2018-10-30,1223,2
"842",842,2018-10-30,4868,1
"843",843,2018-10-30,2942,3
"844",844,2018-10-31,3264,1
"845",845,2018-10-31,3195,2
"846",846,2018-10-31,3945,2
"847",847,2018-10-31,828,4
"848",848,2018-10-31,4698,4
"849",849,2018-10-31,2956,2
"850",850,2018-10-31,250,2
"851",851,2018-10-31,1700,1
"852",852,2018-10-31,4347,3
"853",853,2018-10-31,3267,1
"854",854,2018-10-31,1120,1
"855",855,2018-10-31,2470,1
"856",856,2018-10-31,460,4
"857",857,2018-10-31,3443,3
"858",858,2018-10-31,1964,2
